0.24,1.28,50,3
1.28,2.6415,55,3
1.28,2.6415,59,3
1.28,2.829,50,3
1.28,2.6415,43,3
2.63,3.0513,54,3
2.63,3.0513,57,3
2.63,3.0513,38,3
3.14,5.4471,50,3
3.14,5.4471,54,3
3.14,5.4471,57,3
3.14,5.4471,38,3
5.42,6.0092,53,3
5.42,6.0092,55,3
5.42,6.0092,59,3
5.42,6.0092,43,3
6.6,8.0815,52,3
6.6,8.07,55,3
6.6,8.0815,60,3
6.6,8.0815,36,3
8.07,8.6206,50,3
8.07,8.6206,55,3
8.07,8.6206,59,3
8.07,8.6206,43,3
8.76,11.3,50,3
8.76,11.3,55,3
8.76,11.3,59,3
8.76,11.3,43,3
11.3,12.58,50,3
11.3,12.58,55,3
11.3,12.58,59,3
11.3,12.58,43,3
12.58,14.139,59,3
12.58,14.64,50,3
12.58,14.66,54,3
12.58,14.68,38,3
12.58,14.68,48,3
14.07,14.64,57,3
14.64,14.644,57,3
14.64,16.062,50,3
14.64,15.988,43,3
14.64,15.988,47,3
14.89,15.14,55,3
15.14,15.39,54,3
15.39,15.64,55,3
16.44,18.254,57,3
16.44,19.033,50,3
16.44,19.033,55,3
16.44,19.06,43,3
18.25,19.044,59,3
19.06,20.561,59,3
19.06,20.98,50,3
19.06,21,54,3
19.06,21.02,38,3
19.06,21.02,48,3
20.55,20.984,57,3
20.98,22.402,55,3
20.98,22.402,50,3
20.98,22.328,43,3
20.98,22.328,47,3
23.8,25.14,59,2
23.8,25.14,50,3
23.8,25.14,55,3
23.8,25.14,59,3
23.8,25.14,43,3
25.14,26.25,59,2
25.14,26.261,55,3
25.14,26.261,59,3
25.14,26.449,50,3
25.14,26.261,43,3
26.25,26.84,57,2
26.25,26.751,54,3
26.25,26.751,57,3
26.25,26.751,38,3
26.84,27.96,57,2
26.84,29.067,50,3
26.84,29.067,54,3
26.84,29.067,57,3
26.84,29.067,38,3
27.96,29.04,57,2
29.04,30.24,59,2
29.04,30.042,53,3
29.04,30.042,55,3
29.04,30.042,59,3
29.04,30.042,43,3
30.24,31.71,60,2
30.24,31.721,52,3
30.24,31.71,55,3
30.24,31.721,60,3
30.24,31.721,36,3
31.71,32.3,59,2
31.71,32.217,50,3
31.71,32.217,55,3
31.71,32.217,59,3
31.71,32.217,43,3
32.3,35.42,59,2
32.3,35.42,50,3
32.3,35.42,55,3
32.3,35.42,59,3
32.3,35.42,43,3
35.42,36.68,59,2
35.42,36.68,50,3
35.42,36.68,55,3
35.42,36.68,59,3
35.42,36.68,43,3
36.68,37.63,59,2
36.68,37.653,59,3
36.68,38.46,50,3
36.68,38.48,54,3
36.68,38.5,38,3
36.68,38.5,48,3
37.63,38.46,57,2
37.63,38.464,57,3
38.46,40.432,55,2
38.46,40.522,55,3
38.46,40.522,50,3
38.46,40.448,43,3
38.46,40.448,47,3
40.432,40.805,57,2
40.66,41.94,50,3
40.66,41.94,55,3
40.66,41.94,59,3
40.66,41.94,43,3
40.825,41.94,59,2
41.94,43.15,59,2
41.94,43.161,59,3
41.94,43.84,50,3
41.94,43.86,54,3
41.94,43.88,38,3
41.94,43.88,48,3
43.15,43.84,57,2
43.15,43.844,57,3
43.84,45.18,55,2
43.84,45.602,55,3
43.84,45.602,50,3
43.84,45.528,43,3
43.84,45.528,47,3
46.38,47.52,59,3
46.38,47.52,62,3
46.38,47.52,43,3
46.38,47.52,50,3
47.52,49.061,59,3
47.52,49.061,62,3
47.52,49.66,54,3
47.52,49.66,38,3
47.52,49.64,50,3
49.05,49.644,57,3
49.05,49.644,60,3
49.64,51.062,59,3
49.64,51.062,55,3
49.64,51.062,43,3
49.64,51.062,50,3
51.93,53.18,59,2
51.93,53.18,52,3
51.93,53.18,55,3
51.93,53.18,59,3
51.93,53.18,40,3
53.18,54.51,59,2
53.18,54.51,52,3
53.18,54.533,55,3
53.18,54.533,59,3
53.18,54.533,40,3
54.51,55.2,57,2
54.51,55.184,52,3
54.51,55.184,57,3
54.51,55.184,36,3
54.51,55.184,48,3
55.2,57.44,57,2
55.2,57.44,52,3
55.2,57.44,57,3
55.2,57.44,36,3
55.2,57.44,48,3
57.44,58.66,59,2
57.44,58.66,52,3
57.44,58.66,56,3
57.44,58.66,59,3
57.44,58.66,35,3
57.44,58.66,47,3
58.66,60.03,60,2
58.66,60.041,57,3
58.66,60.041,60,3
58.66,60.4,52,3
58.66,60.041,33,3
58.66,60.041,45,3
60.03,60.85,59,2
60.03,60.718,55,3
60.03,60.718,59,3
60.03,60.718,40,3
60.85,63.7,59,2
60.85,63.7,52,3
60.85,63.7,55,3
60.85,63.7,59,3
60.85,63.7,40,3
63.7,65.2,59,2
63.7,65.2,55,3
63.7,65.2,59,3
63.7,65.2,40,3
63.7,65.2,47,3
65.2,66.51,59,2
65.2,66.544,59,3
65.2,67.32,54,3
65.2,67.32,39,3
65.2,67.3,47,3
66.51,67.3,57,2
66.51,67.304,57,3
67.3,69.252,55,2
67.3,69.342,55,3
67.3,69.342,52,3
67.3,69.342,40,3
67.3,69.342,47,3
69.252,69.905,57,2
69.76,70.96,55,3
69.76,70.96,59,3
69.76,70.96,40,3
69.76,70.96,47,3
69.925,70.96,59,2
70.96,72.19,59,2
70.96,72.201,59,3
70.96,72.96,50,3
70.96,72.98,54,3
70.96,73,38,3
70.96,73,48,3
72.19,72.96,57,2
72.19,72.964,57,3
72.96,73.96,55,2
72.96,74.382,55,3
72.96,74.382,50,3
72.96,74.308,43,3
72.96,74.308,47,3
75.56,76.76,55,3
75.56,76.76,59,3
75.56,76.76,40,3
75.56,76.76,47,3
76.76,78.301,59,3
76.76,78.546,54,3
76.76,78.301,39,3
76.76,78.301,47,3
78.29,78.843,60,3
78.29,78.843,38,3
78.29,78.843,45,3
78.96,81.507,54,3
78.96,81.507,60,3
78.96,81.507,38,3
78.96,81.507,45,3
81.48,82.058,50,3
81.48,82.058,55,3
81.48,82.058,59,3
81.48,82.058,43,3
81.48,82.058,47,3
82.7,84.301,59,3
82.7,84.84,50,3
82.7,84.86,54,3
82.7,84.88,38,3
82.7,84.88,48,3
84.29,84.844,57,3
84.84,85.789,55,3
84.84,85.789,50,3
84.84,85.739,43,3
84.84,85.739,47,3
88,88.5,55,2
88.5,89.34,58,2
88.5,91.84,50,3
88.5,91.84,55,3
88.5,91.84,58,3
88.5,91.84,43,3
89.34,90.28,58,2
90.28,91,58,2
91,91.84,58,2
91.84,92.236,58,2
92.232,92.665,57,2
92.52,93.42,50,3
92.52,93.42,55,3
92.52,93.42,43,3
92.52,93.42,46,3
92.685,93.42,55,2
93.42,96.8,57,2
93.42,94.93,54,3
93.42,94.93,57,3
93.42,94.93,38,3
93.42,94.93,50,3
94.93,95.68,54,3
94.93,95.68,57,3
94.93,95.68,38,3
94.93,95.68,50,3
95.68,96.3,54,3
95.68,96.3,57,3
95.68,96.3,38,3
95.68,96.3,50,3
96.3,96.773,54,3
96.3,96.773,57,3
