0.8,0.93125,62,3
0.8,0.93125,50,3
0.93,1.0025,67,3
0.93,1.0025,55,3
1,1.1006,70,3
1,1.1006,58,3
1.11,1.4125,74,3
1.11,1.4125,62,3
1.41,1.595,70,3
1.41,1.595,58,3
1.59,1.8738,67,3
1.59,1.8738,55,3
1.89,2.24,62,3
1.89,2.24,50,3
2.24,2.3525,75,3
2.24,2.3525,63,3
2.35,2.4225,74,3
2.35,2.4225,62,3
2.42,2.5606,75,3
2.42,2.5606,63,3
2.57,2.795,74,3
2.57,2.795,62,3
2.79,3.055,70,3
2.79,3.055,58,3
3.05,3.2537,67,3
3.05,3.2537,55,3
3.27,3.6869,62,3
3.27,3.6869,50,3
3.68,3.8125,63,3
3.68,3.8125,51,3
3.81,3.8432,62,3
3.81,3.8432,50,3
3.843,3.9206,63,3
3.843,3.9206,51,3
3.93,4.235,65,3
3.93,4.235,53,3
4.23,4.495,62,3
4.23,4.495,50,3
4.49,4.735,60,3
4.49,4.735,48,3
4.73,4.975,58,3
4.73,4.975,46,3
4.97,5.195,57,3
4.97,5.195,45,3
5.19,5.3752,55,3
5.19,5.3752,43,3
5.41,5.4956,55,3
5.41,5.4587,57,3
5.41,5.4956,43,3
5.41,5.4587,45,3
5.5119,5.5775,58,3
5.5119,5.5212,57,3
5.5119,5.5775,46,3
5.5119,5.5212,45,3
5.5944,5.66,57,3
5.5944,5.66,45,3
5.6762,5.7419,58,3
5.6762,5.7419,46,3
5.7581,5.8237,57,3
5.7581,5.8237,45,3
5.84,5.9056,58,3
5.84,5.9056,46,3
5.9225,5.9881,57,3
5.9225,5.9881,45,3
6.0044,6.07,58,3
6.0044,6.07,46,3
6.0862,6.1519,57,3
6.0862,6.1519,45,3
6.1681,6.2337,58,3
6.1681,6.2337,46,3
6.2362,6.33,55,3
6.2362,6.33,43,3
6.2831,6.33,57,3
6.2856,6.33,45,3
6.33,6.7706,55,3
6.33,6.7706,43,3
6.82,6.9725,57,3
6.82,6.9725,45,3
6.97,7.1225,55,3
6.97,7.1225,43,3
7.12,7.1762,57,3
7.12,7.1762,45,3
7.21,7.3356,55,3
7.21,7.2675,57,3
7.21,7.3356,43,3
7.21,7.2675,45,3
7.3519,7.4175,58,3
7.3519,7.3612,57,3
7.3519,7.4175,46,3
7.3519,7.3612,45,3
7.4344,7.5,57,3
7.4344,7.5,45,3
7.5162,7.5819,58,3
7.5162,7.5819,46,3
7.5981,7.6637,57,3
7.5981,7.6637,45,3
7.68,7.7456,58,3
7.68,7.7456,46,3
7.7625,7.8281,57,3
7.7625,7.8281,45,3
7.8444,7.91,58,3
7.8444,7.91,46,3
7.9262,7.9919,57,3
7.9262,7.9919,45,3
8.0081,8.0737,58,3
8.0081,8.0737,46,3
8.0762,8.17,55,3
8.0762,8.17,43,3
8.1231,8.17,57,3
8.1231,8.17,45,3
8.17,8.465,55,3
8.17,8.465,43,3
8.93,9.23,50,2
8.93,9.235,62,3
8.93,9.235,50,3
9.23,9.515,58,2
9.23,9.515,70,3
9.23,9.515,58,3
9.51,9.7337,57,2
9.51,9.755,69,3
9.51,9.755,57,3
9.75,10.05,55,2
9.75,10.055,67,3
9.75,10.055,55,3
10.05,10.255,54,2
10.05,10.255,66,3
10.05,10.255,54,3
10.25,10.474,57,2
10.25,10.495,69,3
10.25,10.495,57,3
10.49,10.77,58,2
10.49,10.735,70,3
10.49,10.72,58,3
10.72,10.77,57,3
10.735,10.77,69,3
10.77,11.075,60,2
10.77,11.058,72,3
10.77,11.058,60,3
11.07,11.254,58,2
11.07,11.275,70,3
11.07,11.275,58,3
11.27,11.51,57,2
11.27,11.515,69,3
11.27,11.515,57,3
11.51,11.79,55,2
11.51,11.795,67,3
11.51,11.795,55,3
11.79,12.07,58,2
11.79,12.075,70,3
11.79,12.075,58,3
12.07,12.29,60,2
12.07,12.274,72,3
12.07,12.274,60,3
12.29,12.575,62,2
12.29,12.575,74,3
12.29,12.575,62,3
12.57,12.854,60,2
12.57,12.875,72,3
12.57,12.875,60,3
12.87,13.17,58,2
12.87,13.175,70,3
12.87,13.175,58,3
13.17,13.475,63,2
13.17,13.475,75,3
13.17,13.475,63,3
13.47,13.714,62,2
13.47,13.735,74,3
13.47,13.735,62,3
13.73,14.03,61,2
13.73,14.014,73,3
13.73,14.014,61,3
14.03,14.335,62,2
14.03,15.64,74,3
14.03,15.64,62,3
14.33,14.617,57,2
14.65,15.19,54,2
15.19,16.25,62,2
15.64,16.252,62,3
15.64,16.252,50,3
16.25,16.402,66,3
16.25,16.402,54,3
16.4,16.541,69,3
16.4,16.541,57,3
16.55,16.795,74,3
16.55,16.795,62,3
16.79,17.075,69,3
16.79,17.075,57,3
17.07,17.335,66,3
17.07,17.335,54,3
17.33,17.611,62,3
17.33,17.611,50,3
17.61,17.835,61,3
17.61,17.835,49,3
17.83,18.13,57,2
17.83,18.114,60,3
17.83,18.114,48,3
18.13,18.61,58,2
18.13,18.61,58,3
18.13,18.61,62,3
18.13,18.61,46,3
18.13,18.61,53,3
18.61,18.91,62,2
18.91,19.28,60,2
18.91,19.43,57,3
18.91,19.43,63,3
18.91,19.43,46,3
18.91,19.43,54,3
19.28,19.43,60,2
19.43,19.58,58,2
19.58,19.73,57,2
19.73,20.03,58,2
19.73,20.23,58,3
19.73,20.23,62,3
19.73,20.23,46,3
19.73,20.23,53,3
20.03,20.23,53,2
20.23,20.53,62,2
20.53,20.835,62,2
20.53,21.01,41,3
20.53,21.01,50,3
20.53,21.01,53,3
20.781,20.83,62,3
20.83,21.008,65,2
20.83,21.008,74,3
21.01,21.31,62,2
21.31,21.595,62,2
21.31,21.89,43,3
21.31,21.89,50,3
21.31,21.89,53,3
21.541,21.59,62,3
21.59,21.874,65,2
21.59,21.874,74,3
21.89,22.09,62,2
22.09,22.375,62,2
22.09,22.61,45,3
22.09,22.61,50,3
22.09,22.61,53,3
22.323,22.37,69,3
22.37,22.594,64,2
22.37,22.583,81,3
22.583,22.61,69,3
22.61,22.91,61,2
22.61,22.849,81,3
22.61,22.91,45,3
22.61,22.91,52,3
22.61,22.91,55,3
22.849,22.91,69,3
22.91,24.27,62,2
22.91,23.277,81,3
22.91,23.3,50,3
22.91,23.3,53,3
23.3,23.452,74,3
23.3,23.452,62,3
23.45,23.602,69,3
23.45,23.602,57,3
23.6,23.741,65,3
23.6,23.741,53,3
23.75,24.015,62,3
23.75,24.015,50,3
24.01,24.142,60,3
24.01,24.142,48,3
24.14,24.272,58,3
24.14,24.272,46,3
24.27,24.57,50,2
24.27,24.422,57,3
24.27,24.422,45,3
24.42,24.561,58,3
24.42,24.561,46,3
24.57,24.875,52,2
24.57,24.87,55,3
24.57,24.87,43,3
24.65,24.87,46,3
24.729,24.87,52,3
24.87,25.114,58,2
24.87,25.13,55,3
24.95,25.13,58,3
24.99,25.13,64,3
25.13,25.381,52,2
25.381,25.43,55,2
25.43,25.714,53,2
25.43,25.73,45,3
25.51,25.73,48,3
25.589,25.73,53,3
25.73,26.18,53,2
25.73,26.03,57,3
25.81,26.03,60,3
25.889,26.03,65,3
26.18,26.33,53,2
26.33,26.575,52,2
26.33,26.57,43,3
26.41,26.57,46,3
26.469,26.57,52,3
26.57,26.834,58,2
